0   , curve_01_X10.tif, [0.1316 0.042 ], 0.0102, 0.1346
1   , curve_01_X15.tif, [0.2075 0.0222], 0.0170, 0.2516
2   , curve_01_X18.tif, [0.1347 0.0837], 0.0452, 0.3395
3   , curve_01_X21.tif, [0.8335 0.1002], 0.0335, 0.4214
4   , curve_01_X25.tif, [0.619  0.0378], 0.0110, 0.4688
5   , curve_02_X10.tif, [0.2428 0.0217], 0.0444, 0.2525
6   , curve_02_X15.tif, [0.122  0.0868], 0.0007, 0.2741
7   , curve_02_X18.tif, [0.3147 0.0274], 0.0047, 0.3113
8   , curve_02_X21.tif, [0.5807 0.0392], 0.0253, 0.3498
9   , curve_02_X25.tif, [0.3518 0.0318], 0.0231, 0.3735
10  , curve_03_X10.tif, [0.4312 0.0188], 0.0530, 0.1953
11  , curve_03_X15.tif, [0.634  0.0483], 0.0073, 0.2957
12  , curve_03_X18.tif, [0.342  0.0554], 0.0085, 0.4595
13  , curve_03_X21.tif, [0.1612 0.0197], 0.0274, 0.5967
14  , curve_03_X25.tif, [0.6318 0.0961], 0.0006, 0.7052
15  , curve_04_X10.tif, [0.2262 0.0281], 0.0062, 0.2555
16  , curve_04_X15.tif, [0.5498 0.0858], 0.0290, 0.2652
17  , curve_04_X18.tif, [0.3767 0.0418], 0.0024, 0.3269
18  , curve_04_X21.tif, [0.2223 0.1263], 0.0059, 0.3606
19  , curve_04_X25.tif, [0.1655 0.1121], 0.0028, 0.3787
20  , curve_05_X10.tif, [0.4476 0.0276], 0.0214, 0.2102
21  , curve_05_X15.tif, [0.5968 0.0255], 0.0109, 0.2113
22  , curve_05_X18.tif, [0.8371 0.0259], 0.0082, 0.2715
23  , curve_05_X21.tif, [0.3686 0.0484], 0.0074, 0.2741
24  , curve_05_X25.tif, [0.7027 0.1072], 0.0028, 0.2939
25  , curve_06_X10.tif, [0.2635 0.0356], 0.0092, 0.2865
26  , curve_06_X15.tif, [0.232  0.0324], 0.0044, 0.2490
27  , curve_06_X18.tif, [0.3498 0.0406], 0.0004, 0.4532
28  , curve_06_X21.tif, [0.4002 0.0331], 0.0054, 0.5446
29  , curve_06_X25.tif, [0.8178 0.1932], 0.0022, 0.6800
30  , curve_07_X10.tif, [0.4136 0.0442], 0.0061, 0.2411
31  , curve_07_X15.tif, [0.8271 0.0352], 0.0073, 0.2807
32  , curve_07_X18.tif, [0.9423 0.0438], 0.0037, 0.3513
33  , curve_07_X21.tif, [0.477  0.0678], 0.0019, 0.4277
34  , curve_07_X25.tif, [0.9064 0.0625], 0.0008, 0.4756
35  , curve_08_X10.tif, [0.6185 0.0325], 0.0244, 0.2041
36  , curve_08_X15.tif, [0.9585 0.0524], 0.0145, 0.2892
37  , curve_08_X18.tif, [0.3273 0.0772], 0.0027, 0.3811
38  , curve_08_X21.tif, [0.8142 0.0396], 0.0021, 0.4432
39  , curve_08_X25.tif, [0.7863 0.089 ], 0.0066, 0.5086
40  , curve_09_X10.tif, [0.3144 0.0121], 0.0055, 0.2417
41  , curve_09_X15.tif, [0.8996 0.0244], 0.0070, 0.2116
42  , curve_09_X18.tif, [0.7122 0.0311], 0.0061, 0.2259
43  , curve_09_X21.tif, [0.9759 0.047 ], 0.0024, 0.2419
44  , curve_09_X25.tif, [0.3077 0.0122], 0.0326, 0.2204
45  , curve_10_X10.tif, [0.7784 0.0318], 0.0668, 0.2488
46  , curve_10_X15.tif, [0.2968 0.0203], 0.0036, 0.2685
47  , curve_10_X18.tif, [0.2751 0.1287], 0.0114, 0.3698
48  , curve_10_X21.tif, [0.4361 0.0279], 0.0158, 0.4541
49  , curve_10_X25.tif, [0.4189 0.0157], 0.0263, 0.4780
50  , curve_11_X10.tif, [0.9724 0.0513], 0.0026, 0.2122
51  , curve_11_X15.tif, [0.9554 0.0422], 0.0033, 0.1584
52  , curve_11_X18.tif, [0.8164 0.059 ], 0.0030, 0.2164
53  , curve_11_X21.tif, [0.3646 0.0385], 0.0024, 0.2582
54  , curve_11_X25.tif, [0.3191 0.0507], 0.0005, 0.3287
55  , curve_12_X10.tif, [0.1715 0.0195], 0.0024, 0.2036
56  , curve_12_X15.tif, [0.2569 0.1523], 0.0042, 0.2884
57  , curve_12_X18.tif, [0.2118 0.1253], 0.0102, 0.3733
58  , curve_12_X21.tif, [0.1857 0.1651], 0.0094, 0.4795
59  , curve_12_X25.tif, [0.1176 0.0212], 0.0020, 0.6102
60  , curve_13_X10.tif, [0.7055 0.0252], 0.0357, 0.3123
61  , curve_13_X15.tif, [0.9243 0.0828], 0.0083, 0.2626
62  , curve_13_X18.tif, [0.6707 0.0777], 0.0107, 0.3688
63  , curve_13_X21.tif, [0.2042 0.0149], 0.0093, 0.4103
64  , curve_13_X25.tif, [0.5562 0.1598], 0.0001, 0.5204
65  , curve_14_X10.tif, [0.4966 0.011 ], 0.0084, 0.2345
66  , curve_14_X15.tif, [0.9765 0.0494], 0.0130, 0.2367
67  , curve_14_X18.tif, [0.4947 0.0749], 0.0052, 0.3614
68  , curve_14_X21.tif, [0.533  0.0519], 0.0032, 0.4661
69  , curve_14_X25.tif, [0.6142 0.0941], 0.0006, 0.5219
70  , curve_15_X10.tif, [0.5436 0.0264], 0.0233, 0.2423
71  , curve_15_X15.tif, [0.9043 0.019 ], 0.0008, 0.2800
72  , curve_15_X18.tif, [0.153  0.0237], 0.0212, 0.3705
73  , curve_15_X21.tif, [0.1546 0.1359], 0.0343, 0.3996
74  , curve_15_X25.tif, [0.1303 0.0297], 0.0052, 0.5150
75  , curve_16_X10.tif, [0.8242 0.0254], 0.0155, 0.2744
76  , curve_16_X15.tif, [0.604  0.0255], 0.0508, 0.2608
77  , curve_16_X18.tif, [0.803  0.0491], 0.0095, 0.3839
78  , curve_16_X21.tif, [0.9064 0.0322], 0.0010, 0.4368
79  , curve_16_X25.tif, [0.5578 0.0587], 0.0021, 0.5217
80  , curve_17_X10.tif, [0.3729 0.0106], 0.0026, 0.2562
81  , curve_17_X15.tif, [0.3939 0.1226], 0.0063, 0.2624
82  , curve_17_X18.tif, [0.2794 0.0931], 0.0258, 0.3150
83  , curve_17_X21.tif, [0.211  0.1849], 0.0074, 0.4218
84  , curve_17_X25.tif, [0.1894 0.1825], 0.0106, 0.4559
85  , curve_18_X10.tif, [0.617  0.0229], 0.0039, 0.2442
86  , curve_18_X15.tif, [0.9722 0.0219], 0.0165, 0.2676
87  , curve_18_X18.tif, [0.2964 0.0371], 0.0304, 0.3616
88  , curve_18_X21.tif, [0.6318 0.0273], 0.0044, 0.4307
89  , curve_18_X25.tif, [0.6317 0.0257], 0.0075, 0.4820
90  , curve_19_X10.tif, [0.3517 0.0118], 0.0167, 0.2379
91  , curve_19_X15.tif, [0.9844 0.027 ], 0.0006, 0.2594
92  , curve_19_X18.tif, [0.3341 0.089 ], 0.0040, 0.3340
93  , curve_19_X21.tif, [0.9993 0.1202], 0.0065, 0.4040
94  , curve_19_X25.tif, [0.5997 0.0367], 0.0062, 0.4627
95  , curve_20_X10.tif, [0.784  0.0324], 0.0193, 0.2653
96  , curve_20_X15.tif, [0.1625 0.0257], 0.0001, 0.1881
97  , curve_20_X18.tif, [0.4464 0.0647], 0.0321, 0.2958
98  , curve_20_X21.tif, [0.2671 0.0316], 0.0484, 0.3500
99  , curve_20_X25.tif, [0.4825 0.0215], 0.0317, 0.4078
100 , curve_21_X10.tif, [0.2309 0.0334], 0.0061, 0.3002
101 , curve_21_X15.tif, [0.7351 0.095 ], 0.0018, 0.3030
102 , curve_21_X18.tif, [0.2175 0.1651], 0.0146, 0.3706
103 , curve_21_X21.tif, [0.9803 0.1527], 0.0106, 0.4174
104 , curve_21_X25.tif, [0.1003 0.0729], 0.0068, 0.4697
105 , curve_22_X10.tif, [0.7364 0.0353], 0.1187, 0.2298
106 , curve_22_X15.tif, [0.8463 0.079 ], 0.0065, 0.2387
107 , curve_22_X18.tif, [0.9121 0.0295], 0.0024, 0.3146
108 , curve_22_X21.tif, [0.2741 0.0294], 0.0105, 0.3650
109 , curve_22_X25.tif, [0.9502 0.0469], 0.0005, 0.4302
110 , curve_23_X10.tif, [0.1396 0.0255], 0.0031, 0.2895
111 , curve_23_X15.tif, [0.1642 0.0269], 0.0487, 0.2469
112 , curve_23_X18.tif, [0.1031 0.1008], 0.0541, 0.3926
113 , curve_23_X21.tif, [0.5132 0.0267], 0.0088, 0.4463
114 , curve_23_X25.tif, [0.2065 0.1805], 0.0014, 0.5621
115 , curve_24_X10.tif, [0.857  0.0577], 0.0034, 0.2897
116 , curve_24_X15.tif, [0.571  0.0325], 0.0004, 0.2487
117 , curve_24_X18.tif, [0.1724 0.039 ], 0.0081, 0.3421
118 , curve_24_X21.tif, [0.4046 0.1186], 0.0152, 0.4046
119 , curve_24_X25.tif, [0.2083 0.1568], 0.0088, 0.4747
120 , curve_25_X10.tif, [0.594  0.0238], 0.0038, 0.2265
121 , curve_25_X15.tif, [0.6608 0.0197], 0.0058, 0.2675
122 , curve_25_X18.tif, [0.4189 0.0411], 0.0051, 0.3734
123 , curve_25_X21.tif, [0.6065 0.0214], 0.0161, 0.4189
124 , curve_25_X25.tif, [0.1824 0.0228], 0.0235, 0.4604
125 , curve_26_X10.tif, [0.9133 0.0403], 0.0031, 0.2258
126 , curve_26_X15.tif, [0.9786 0.0423], 0.0433, 0.2538
127 , curve_26_X18.tif, [0.9823 0.0335], 0.0001, 0.3667
128 , curve_26_X21.tif, [0.6278 0.0358], 0.0526, 0.4608
129 , curve_26_X25.tif, [0.4073 0.0347], 0.0026, 0.5578
130 , curve_27_X10.tif, [0.3346 0.0541], 0.0016, 0.1943
131 , curve_27_X15.tif, [0.3084 0.045 ], 0.0008, 0.2671
132 , curve_27_X18.tif, [0.124  0.0116], 0.0018, 0.3901
133 , curve_27_X21.tif, [0.4728 0.0609], 0.0016, 0.5049
134 , curve_27_X25.tif, [0.8208 0.0301], 0.0049, 0.5530
135 , curve_28_X10.tif, [0.1797 0.0101], 0.0086, 0.2144
136 , curve_28_X15.tif, [0.6664 0.0633], 0.0066, 0.2566
137 , curve_28_X18.tif, [0.3774 0.0445], 0.0091, 0.3390
138 , curve_28_X21.tif, [0.2089 0.0526], 0.0164, 0.4340
139 , curve_28_X25.tif, [0.3899 0.0702], 0.0001, 0.5310
140 , curve_29_X10.tif, [0.4224 0.0397], 0.0138, 0.2073
141 , curve_29_X15.tif, [0.2892 0.053 ], 0.0092, 0.2648
142 , curve_29_X18.tif, [0.9404 0.0478], 0.0108, 0.3535
143 , curve_29_X21.tif, [0.9928 0.0543], 0.0063, 0.4468
144 , curve_29_X25.tif, [0.4852 0.0849], 0.0004, 0.5387
145 , curve_30_X10.tif, [0.9468 0.0378], 0.0520, 0.1882
146 , curve_30_X15.tif, [0.991  0.0564], 0.0090, 0.2119
147 , curve_30_X18.tif, [0.283 0.123], 0.0095, 0.3530
148 , curve_30_X21.tif, [0.2004 0.0667], 0.0057, 0.4127
149 , curve_30_X25.tif, [0.1424 0.0426], 0.0059, 0.5270
150 , curve_31_X10.tif, [0.7384 0.0527], 0.0426, 0.2168
151 , curve_31_X15.tif, [0.3616 0.0453], 0.0000, 0.2753
152 , curve_31_X18.tif, [0.3178 0.0249], 0.0013, 0.3929
153 , curve_31_X21.tif, [0.2058 0.0443], 0.0103, 0.4760
154 , curve_31_X25.tif, [0.2487 0.0754], 0.0013, 0.5740
155 , curve_32_X10.tif, [0.4104 0.0493], 0.0128, 0.2677
156 , curve_32_X15.tif, [0.9571 0.0608], 0.0014, 0.2750
157 , curve_32_X18.tif, [0.3259 0.018 ], 0.0009, 0.3820
158 , curve_32_X21.tif, [0.7827 0.1086], 0.0080, 0.4674
159 , curve_32_X25.tif, [0.4836 0.0665], 0.0013, 0.5450
160 , curve_33_X10.tif, [0.9029 0.0255], 0.0159, 0.2056
161 , curve_33_X15.tif, [0.7774 0.0313], 0.0154, 0.2023
162 , curve_33_X18.tif, [0.4888 0.1214], 0.0036, 0.3458
163 , curve_33_X21.tif, [0.716  0.0429], 0.0007, 0.3748
164 , curve_33_X25.tif, [0.2816 0.0693], 0.0121, 0.4224
165 , curve_34_X10.tif, [0.978 0.047], 0.0042, 0.2540
166 , curve_34_X15.tif, [0.4999 0.0376], 0.0074, 0.2907
167 , curve_34_X18.tif, [0.9902 0.0413], 0.0118, 0.3351
168 , curve_34_X21.tif, [0.2387 0.1199], 0.0058, 0.4088
169 , curve_34_X25.tif, [0.5452 0.0276], 0.0028, 0.4780
170 , curve_35_X10.tif, [0.9228 0.028 ], 0.0037, 0.2407
171 , curve_35_X15.tif, [0.6941 0.1048], 0.0162, 0.2810
172 , curve_35_X18.tif, [0.6187 0.1182], 0.0069, 0.3416
173 , curve_35_X21.tif, [0.6956 0.1511], 0.0006, 0.4098
174 , curve_35_X25.tif, [0.591  0.1737], 0.0055, 0.4904
175 , curve_36_X10.tif, [0.7166 0.0193], 0.0532, 0.2411
176 , curve_36_X15.tif, [0.8637 0.0438], 0.0363, 0.2536
177 , curve_36_X18.tif, [0.8736 0.0769], 0.0042, 0.3388
178 , curve_36_X21.tif, [0.9988 0.1083], 0.0054, 0.3996
179 , curve_36_X25.tif, [0.3731 0.1907], 0.0035, 0.4645
180 , curve_37_X10.tif, [0.7114 0.0204], 0.0135, 0.2005
181 , curve_37_X15.tif, [0.9177 0.0208], 0.0003, 0.2585
182 , curve_37_X18.tif, [0.497  0.0286], 0.0265, 0.3898
183 , curve_37_X21.tif, [0.7211 0.0395], 0.0150, 0.4969
184 , curve_37_X25.tif, [0.431  0.0265], 0.0025, 0.5857
185 , curve_38_X10.tif, [0.747 0.024], 0.0142, 0.2241
186 , curve_38_X15.tif, [0.5355 0.0491], 0.0040, 0.2256
187 , curve_38_X18.tif, [0.9995 0.1634], 0.0113, 0.3102
188 , curve_38_X21.tif, [0.1273 0.1328], 0.0020, 0.3621
189 , curve_38_X25.tif, [0.2286 0.0964], 0.0002, 0.4079
190 , curve_39_X10.tif, [0.6919 0.0342], 0.0203, 0.2597
191 , curve_39_X15.tif, [0.2471 0.0644], 0.0498, 0.2827
192 , curve_39_X18.tif, [0.7743 0.1434], 0.0021, 0.3591
193 , curve_39_X21.tif, [0.4796 0.1223], 0.0002, 0.4139
194 , curve_39_X25.tif, [0.3032 0.1322], 0.0196, 0.4550
195 , curve_40_X10.tif, [0.6313 0.0259], 0.0000, 0.2599
196 , curve_40_X15.tif, [0.6877 0.0315], 0.0025, 0.2446
197 , curve_40_X18.tif, [0.9344 0.0289], 0.0194, 0.3218
198 , curve_40_X21.tif, [0.968  0.0339], 0.0064, 0.3844
199 , curve_40_X25.tif, [0.6053 0.1729], 0.0005, 0.4536
200 , curve_41_X10.tif, [0.3967 0.0304], 0.0134, 0.2237
201 , curve_41_X15.tif, [0.5744 0.0844], 0.0014, 0.2744
202 , curve_41_X18.tif, [0.2991 0.0293], 0.0081, 0.3416
203 , curve_41_X21.tif, [0.9244 0.0502], 0.0043, 0.4001
204 , curve_41_X25.tif, [0.9259 0.0339], 0.0006, 0.4691
205 , curve_42_X10.tif, [0.6979 0.0286], 0.0080, 0.2407
206 , curve_42_X15.tif, [0.7141 0.061 ], 0.0027, 0.2304
207 , curve_42_X18.tif, [0.8549 0.0656], 0.0002, 0.3315
208 , curve_42_X21.tif, [0.4792 0.1208], 0.0014, 0.4066
209 , curve_42_X25.tif, [0.3204 0.1775], 0.0104, 0.4926
210 , curve_43_X10.tif, [0.8298 0.0248], 0.0250, 0.2488
211 , curve_43_X15.tif, [0.4282 0.0334], 0.0013, 0.2732
212 , curve_43_X18.tif, [0.9995 0.0638], 0.0020, 0.3778
213 , curve_43_X21.tif, [0.733  0.0937], 0.0048, 0.4547
214 , curve_43_X25.tif, [0.2506 0.0994], 0.0008, 0.5294
215 , curve_44_X10.tif, [0.9103 0.0504], 0.0155, 0.2292
216 , curve_44_X15.tif, [0.5047 0.0309], 0.0058, 0.2626
217 , curve_44_X18.tif, [0.2439 0.0566], 0.0007, 0.3314
218 , curve_44_X21.tif, [0.7656 0.0404], 0.0072, 0.4022
219 , curve_44_X25.tif, [0.3451 0.0609], 0.0029, 0.4563
220 , curve_45_X10.tif, [0.9516 0.0477], 0.0072, 0.2315
221 , curve_45_X15.tif, [0.4839 0.0894], 0.0127, 0.2750
222 , curve_45_X18.tif, [0.9189 0.1554], 0.0046, 0.3784
223 , curve_45_X21.tif, [0.4558 0.0245], 0.0054, 0.4171
224 , curve_45_X25.tif, [0.6706 0.0393], 0.0027, 0.4809
225 , curve_46_X10.tif, [0.9048 0.0514], 0.0116, 0.2839
226 , curve_46_X15.tif, [0.8911 0.0584], 0.0009, 0.2723
227 , curve_46_X18.tif, [0.5332 0.0552], 0.0011, 0.3720
228 , curve_46_X21.tif, [0.9508 0.0918], 0.0124, 0.4574
229 , curve_46_X25.tif, [0.6723 0.0822], 0.0048, 0.5402
230 , curve_47_X10.tif, [0.7477 0.0207], 0.0031, 0.2565
231 , curve_47_X15.tif, [0.753  0.0257], 0.0598, 0.2650
232 , curve_47_X18.tif, [0.5263 0.0396], 0.0805, 0.3541
233 , curve_47_X21.tif, [0.4812 0.0247], 0.0058, 0.4401
234 , curve_47_X25.tif, [0.8485 0.0736], 0.0080, 0.5194
235 , curve_48_X10.tif, [0.6756 0.0352], 0.0241, 0.2221
236 , curve_48_X15.tif, [0.7048 0.0226], 0.0078, 0.2358
237 , curve_48_X18.tif, [0.4569 0.032 ], 0.0104, 0.3117
238 , curve_48_X21.tif, [0.9871 0.067 ], 0.0057, 0.3838
239 , curve_48_X25.tif, [0.4759 0.0365], 0.0007, 0.4471
240 , curve_49_X10.tif, [0.8871 0.0445], 0.0095, 0.2643
241 , curve_49_X15.tif, [0.4984 0.0415], 0.0081, 0.2670
242 , curve_49_X18.tif, [0.4139 0.113 ], 0.0052, 0.3763
243 , curve_49_X21.tif, [0.5825 0.1126], 0.0090, 0.4609
244 , curve_49_X25.tif, [0.3659 0.079 ], 0.0198, 0.5340
245 , curve_50_X10.tif, [0.9969 0.0449], 0.0081, 0.2303
246 , curve_50_X15.tif, [0.3599 0.0499], 0.0021, 0.2733
247 , curve_50_X18.tif, [0.5329 0.0833], 0.0034, 0.3496
248 , curve_50_X21.tif, [0.7764 0.024 ], 0.0044, 0.4063
249 , curve_50_X25.tif, [0.1311 0.0479], 0.0090, 0.4668
250 , curve_51_X10.tif, [0.7774 0.0254], 0.0397, 0.2409
251 , curve_51_X15.tif, [0.9293 0.0315], 0.0137, 0.2481
252 , curve_51_X18.tif, [0.4449 0.1431], 0.0058, 0.3590
253 , curve_51_X21.tif, [0.5391 0.0434], 0.0049, 0.4004
254 , curve_51_X25.tif, [0.6195 0.089 ], 0.0024, 0.4749
255 , curve_52_X10.tif, [0.482  0.0563], 0.0233, 0.2928
256 , curve_52_X15.tif, [0.3434 0.0754], 0.0040, 0.2796
257 , curve_52_X18.tif, [0.157  0.1389], 0.0034, 0.3476
258 , curve_52_X21.tif, [0.8398 0.1624], 0.0043, 0.4097
259 , curve_52_X25.tif, [0.209  0.1773], 0.0008, 0.4807
260 , curve_53_X10.tif, [0.3303 0.0418], 0.0289, 0.2218
261 , curve_53_X15.tif, [0.2605 0.0203], 0.0006, 0.2318
262 , curve_53_X18.tif, [0.1184 0.0529], 0.0076, 0.3619
263 , curve_53_X21.tif, [0.6139 0.1827], 0.0528, 0.4633
264 , curve_53_X25.tif, [0.1265 0.0923], 0.0548, 0.5307
265 , curve_54_X10.tif, [0.5847 0.0234], 0.0357, 0.2107
266 , curve_54_X15.tif, [0.2483 0.0288], 0.0141, 0.2516
267 , curve_54_X18.tif, [0.998  0.0534], 0.0037, 0.3406
268 , curve_54_X21.tif, [0.56   0.0344], 0.0088, 0.4211
269 , curve_54_X25.tif, [0.8914 0.0679], 0.0062, 0.5053
270 , curve_55_X10.tif, [0.2218 0.029 ], 0.0323, 0.2881
271 , curve_55_X15.tif, [0.4887 0.1507], 0.0005, 0.2834
272 , curve_55_X18.tif, [0.1752 0.0138], 0.0045, 0.3669
273 , curve_55_X21.tif, [0.1273 0.1575], 0.0126, 0.4059
274 , curve_55_X25.tif, [0.6278 0.0273], 0.0042, 0.5092
275 , curve_56_X10.tif, [0.3473 0.0319], 0.0088, 0.2599
276 , curve_56_X15.tif, [0.1489 0.0129], 0.0229, 0.2649
277 , curve_56_X18.tif, [0.1273 0.0362], 0.0083, 0.3737
278 , curve_56_X21.tif, [0.3083 0.073 ], 0.0024, 0.4246
279 , curve_56_X25.tif, [0.1718 0.0251], 0.0100, 0.4795
280 , curve_57_X10.tif, [0.6925 0.0347], 0.0391, 0.2417
281 , curve_57_X15.tif, [0.4458 0.0175], 0.0041, 0.2703
282 , curve_57_X18.tif, [0.2246 0.0256], 0.0026, 0.3366
283 , curve_57_X21.tif, [0.5414 0.0547], 0.0003, 0.4108
284 , curve_57_X25.tif, [0.1177 0.0643], 0.0076, 0.4970
285 , curve_58_X10.tif, [0.586  0.0264], 0.0106, 0.2315
286 , curve_58_X15.tif, [0.3922 0.0435], 0.0004, 0.2473
287 , curve_58_X18.tif, [0.2782 0.0188], 0.0001, 0.3566
288 , curve_58_X21.tif, [0.7608 0.1578], 0.0229, 0.4239
289 , curve_58_X25.tif, [0.3059 0.1049], 0.0014, 0.5217
290 , curve_59_X10.tif, [0.3688 0.023 ], 0.0423, 0.2088
291 , curve_59_X15.tif, [0.7481 0.049 ], 0.0126, 0.2806
292 , curve_59_X18.tif, [0.7898 0.0327], 0.0047, 0.3651
293 , curve_59_X21.tif, [0.8877 0.0473], 0.0056, 0.4376
294 , curve_59_X25.tif, [0.1518 0.0276], 0.0192, 0.5086
295 , curve_60_X10.tif, [0.522  0.0375], 0.0336, 0.2327
296 , curve_60_X15.tif, [0.8554 0.0379], 0.0072, 0.2689
297 , curve_60_X18.tif, [0.8532 0.104 ], 0.0022, 0.3674
298 , curve_60_X21.tif, [0.8528 0.1631], 0.0018, 0.4275
299 , curve_60_X25.tif, [0.5329 0.1369], 0.0006, 0.4871
300 , curve_61_X10.tif, [0.9738 0.032 ], 0.0398, 0.2590
301 , curve_61_X15.tif, [0.8139 0.0585], 0.0019, 0.2658
302 , curve_61_X18.tif, [0.3374 0.1424], 0.0056, 0.3583
303 , curve_61_X21.tif, [0.8044 0.0961], 0.0003, 0.4467
304 , curve_61_X25.tif, [0.8828 0.1623], 0.0065, 0.5037
305 , curve_62_X10.tif, [0.9044 0.024 ], 0.0063, 0.2396
306 , curve_62_X15.tif, [0.7078 0.0299], 0.0947, 0.2069
307 , curve_62_X18.tif, [0.8732 0.0311], 0.0191, 0.3046
308 , curve_62_X21.tif, [0.8775 0.0278], 0.0018, 0.3759
309 , curve_62_X25.tif, [0.4725 0.0214], 0.0052, 0.4280
310 , curve_63_X10.tif, [0.2925 0.0104], 0.0012, 0.2775
311 , curve_63_X15.tif, [0.8786 0.0316], 0.0054, 0.2048
312 , curve_63_X18.tif, [0.922  0.0305], 0.0083, 0.2806
313 , curve_63_X21.tif, [0.956  0.0495], 0.0027, 0.3520
314 , curve_63_X25.tif, [0.8905 0.0332], 0.0101, 0.4143
315 , curve_64_X10.tif, [0.9663 0.0264], 0.0246, 0.2526
316 , curve_64_X15.tif, [0.4968 0.0614], 0.0103, 0.2397
317 , curve_64_X18.tif, [0.1803 0.0373], 0.0101, 0.3404
318 , curve_64_X21.tif, [0.8503 0.0914], 0.0021, 0.4112
319 , curve_64_X25.tif, [0.6692 0.1727], 0.0011, 0.4929
320 , curve_65_X10.tif, [0.9269 0.0471], 0.0406, 0.2909
321 , curve_65_X15.tif, [0.4342 0.025 ], 0.0035, 0.2353
322 , curve_65_X18.tif, [0.5246 0.0547], 0.0082, 0.3215
323 , curve_65_X21.tif, [0.926  0.0617], 0.0001, 0.3839
324 , curve_65_X25.tif, [0.4702 0.0431], 0.0018, 0.4273
325 , curve_66_X10.tif, [0.3022 0.0202], 0.0228, 0.2403
326 , curve_66_X15.tif, [0.8707 0.0591], 0.0116, 0.2275
327 , curve_66_X18.tif, [0.3713 0.0731], 0.0001, 0.3141
328 , curve_66_X21.tif, [0.3264 0.0611], 0.0070, 0.3719
329 , curve_66_X25.tif, [0.3554 0.1585], 0.0015, 0.4342
330 , curve_67_X10.tif, [0.9232 0.016 ], 0.3559, 0.2305
331 , curve_67_X15.tif, [0.4517 0.0373], 0.0215, 0.2567
332 , curve_67_X18.tif, [0.8039 0.0342], 0.0090, 0.3712
333 , curve_67_X21.tif, [0.8939 0.0358], 0.0199, 0.4456
334 , curve_67_X25.tif, [0.9292 0.0246], 0.0123, 0.5130
335 , curve_68_X10.tif, [0.3228 0.0467], 0.0153, 0.2648
